ocel_id;ocel_time;ocel_changed_field;Amount of Handling Units;Status;Weight
cr8;2023-05-24 17:50:00;;1;empty
cr613;2023-09-18 11:34:27;Status;;full
cr726;2023-09-18 11:37:20;;6;empty
cr565;2023-09-18 11:42:04;Status;;full
cr580;2023-09-18 11:53:11;;6;empty
cr740;2023-09-18 11:54:01;Status;;full
cr657;2023-09-18 12:06:35;Weight;;;1120.0
cr730;2023-09-18 13:15:35;Weight;;;1140.0
cr653;2023-09-18 13:17:10;Weight;;;1180.0
cr687;2023-09-18 13:22:01;;6;empty
cr565;2023-09-18 13:27:01;Weight;;;1140.0
cr709;2023-09-18 13:37:22;Weight;;;1190.0
cr498;2023-09-18 13:57:44;;2;empty
cr738;2023-09-18 14:00:41;;6;empty
cr740;2023-09-18 14:01:42;Weight;;;780.0
cr484;2023-09-18 14:04:30;Status;;full
cr700;2023-09-18 14:16:03;;1;empty
cr484;2023-09-18 14:17:02;Weight;;;1030.0
cr613;2023-09-18 15:02:18;Weight;;;1280.0
cr687;2023-09-18 17:00:55;Status;;full
cr726;2023-09-18 17:05:06;Status;;full
cr580;2023-09-18 17:16:56;Status;;full
cr738;2023-09-18 17:19:46;Status;;full
cr498;2023-09-18 17:25:19;Status;;full
cr700;2023-09-18 17:35:10;Status;;full
cr589;2023-09-18 17:37:19;;6;empty
cr687;2023-09-18 17:45:07;Weight;;;1120.0
cr690;2023-09-18 17:54:12;;6;empty
cr580;2023-09-18 17:59:23;Weight;;;1180.0
cr751;2023-09-18 18:33:06;;6;empty
cr498;2023-09-18 18:54:42;Weight;;;400.0
cr717;2023-09-18 19:09:58;;6;empty
cr700;2023-09-19 07:11:03;Weight;;;200.0
cr732;2023-09-19 07:44:49;;6;empty
cr726;2023-09-19 07:47:47;Weight;;;1170.0
cr689;2023-09-19 08:06:37;;6;empty
cr738;2023-09-19 08:17:39;Weight;;;1170.0
cr690;2023-09-19 11:53:20;Status;;full
cr589;2023-09-19 11:54:31;Status;;full
cr596;2023-09-19 13:59:55;;6;empty
cr689;2023-09-19 14:01:08;Status;;full
cr686;2023-09-19 14:11:17;;5;empty
cr689;2023-09-19 14:12:24;Weight;;;1180.0
cr717;2023-09-19 14:20:41;Status;;full
cr478;2023-09-19 14:30:35;;6;empty
cr600;2023-09-19 14:34:36;;6;empty
cr717;2023-09-19 14:36:12;Weight;;;1120.0
cr690;2023-09-19 14:37:34;Weight;;;1210.0
cr751;2023-09-19 14:51:16;Status;;full
cr589;2023-09-19 15:01:32;Weight;;;1210.0
cr648;2023-09-19 16:22:30;;6;empty
cr751;2023-09-19 16:24:59;Weight;;;1260.0
cr732;2023-09-20 09:58:07;Status;;full
cr686;2023-09-20 10:09:51;Status;;full
cr600;2023-09-20 10:11:29;Status;;full
cr478;2023-09-20 10:15:25;Status;;full
cr668;2023-09-20 10:19:44;;6;empty
cr421;2023-09-20 10:21:34;;6;empty
cr686;2023-09-20 10:21:59;Weight;;;960.0
cr600;2023-09-20 10:22:37;Weight;;;1160.0
cr721;2023-09-20 10:25:33;;6;empty
cr478;2023-09-20 10:28:40;Weight;;;1210.0
cr596;2023-09-20 10:44:59;Status;;full
cr648;2023-09-20 10:58:22;Status;;full
cr737;2023-09-20 11:36:43;;6;empty
cr732;2023-09-20 11:39:57;Weight;;;1160.0
cr670;2023-09-20 12:06:37;;6;empty
cr599;2023-09-20 12:09:47;;6;empty
cr668;2023-09-20 13:04:21;Status;;full
cr648;2023-09-20 13:10:10;Weight;;;1160.0
cr596;2023-09-20 13:15:34;Weight;;;1120.0
cr421;2023-09-20 13:16:02;Status;;full
cr656;2023-09-20 13:28:23;;6;empty
cr421;2023-09-20 13:32:14;Weight;;;1180.0
cr721;2023-09-20 13:37:59;Status;;full
cr618;2023-09-20 13:50:35;;6;empty
cr737;2023-09-20 13:50:46;Status;;full
cr721;2023-09-20 13:51:50;Weight;;;1210.0
cr723;2023-09-20 13:54:17;;4;empty
cr668;2023-09-20 13:56:17;Weight;;;1230.0
cr757;2023-09-20 14:53:19;;6;empty
cr737;2023-09-20 14:54:16;Weight;;;1100.0
cr599;2023-09-20 17:03:46;Status;;full
cr679;2023-09-20 17:36:31;;6;empty
cr599;2023-09-20 17:55:27;Weight;;;1230.0
cr618;2023-09-21 07:54:40;Status;;full
cr670;2023-09-21 07:57:01;Status;;full
cr722;2023-09-21 09:09:10;;6;empty
cr618;2023-09-21 09:12:03;Weight;;;1140.0
cr674;2023-09-21 10:05:48;;6;empty
cr757;2023-09-21 11:23:22;Status;;full
cr656;2023-09-21 11:26:38;Status;;full
cr723;2023-09-21 11:31:10;Status;;full
cr647;2023-09-21 11:33:19;;6;empty
cr783;2023-09-21 11:36:36;;2;empty
cr747;2023-09-21 11:41:11;;6;empty
cr722;2023-09-21 11:58:15;Status;;full
cr783;2023-09-21 14:03:41;Status;;full
cr723;2023-09-21 14:05:58;Weight;;;810.0
cr670;2023-09-21 14:06:38;Weight;;;1200.0
cr736;2023-09-21 14:08:34;;6;empty
cr722;2023-09-21 14:13:39;Weight;;;1210.0
cr744;2023-09-21 14:14:03;;2;empty
cr656;2023-09-21 14:17:56;Weight;;;1200.0
cr679;2023-09-21 14:19:00;Status;;full
cr757;2023-09-21 14:21:09;Weight;;;1120.0
cr783;2023-09-21 14:23:04;Weight;;;430.0
cr747;2023-09-21 14:27:58;Status;;full
cr768;2023-09-21 14:29:06;;3;empty
cr679;2023-09-21 14:31:09;Weight;;;1120.0
cr603;2023-09-21 14:37:42;;6;empty
cr744;2023-09-21 14:37:59;Status;;full
cr747;2023-09-21 14:39:45;Weight;;;1140.0
cr647;2023-09-21 14:44:41;Status;;full
cr735;2023-09-21 14:54:55;;2;empty
cr647;2023-09-21 14:56:01;Weight;;;1160.0
cr629;2023-09-21 15:55:48;;6;empty
cr744;2023-09-21 15:58:58;Weight;;;450.0
cr768;2023-09-21 17:09:38;Status;;full
cr743;2023-09-21 17:42:36;;6;empty
cr768;2023-09-21 17:47:06;Weight;;;630.0
cr736;2023-09-21 18:55:08;Status;;full
cr674;2023-09-22 07:22:31;Status;;full
cr629;2023-09-22 07:45:24;Status;;full
cr728;2023-09-22 07:47:01;;6;empty
cr674;2023-09-22 07:49:09;Weight;;;1140.0
cr603;2023-09-22 07:54:28;Status;;full
cr652;2023-09-22 08:19:51;;6;empty
cr736;2023-09-22 08:26:36;Weight;;;1100.0
cr759;2023-09-22 08:55:38;;6;empty
cr629;2023-09-22 08:59:42;Weight;;;1180.0
cr667;2023-09-22 09:13:39;;6;empty
cr603;2023-09-22 09:16:19;Weight;;;1180.0
cr735;2023-09-22 11:57:43;Status;;full
cr759;2023-09-22 14:04:23;Status;;full
cr652;2023-09-22 14:13:43;Status;;full
cr571;2023-09-22 14:17:02;;1;empty
cr743;2023-09-22 14:19:44;Status;;full
cr667;2023-09-22 14:20:00;Status;;full
cr728;2023-09-22 14:22:37;Status;;full
cr759;2023-09-22 14:23:46;Weight;;;1210.0
cr704;2023-09-22 14:32:23;;1;empty
cr743;2023-09-22 14:33:36;Weight;;;1190.0
cr571;2023-09-22 14:47:12;Status;;full
cr688;2023-09-22 14:58:24;;5;empty
cr735;2023-09-22 14:59:15;Weight;;;380.0
cr704;2023-09-22 14:59:23;Status;;full
cr761;2023-09-22 14:59:51;;6;empty
cr705;2023-09-22 15:17:19;;6;empty
cr652;2023-09-22 15:18:14;Weight;;;1210.0
cr762;2023-09-22 15:29:16;;6;empty
cr667;2023-09-22 15:33:12;Weight;;;1170.0
cr696;2023-09-22 15:35:11;;3;empty
cr728;2023-09-22 15:36:07;Weight;;;1350.0
cr571;2023-09-22 16:02:07;Weight;;;200.0
cr742;2023-09-22 16:48:52;;6;empty
cr704;2023-09-22 16:50:23;Weight;;;200.0
cr705;2023-09-22 16:59:08;Status;;full
cr741;2023-09-22 18:37:29;;6;empty
cr688;2023-09-25 07:37:09;Status;;full
cr760;2023-09-25 07:59:28;;6;empty
cr761;2023-09-25 09:20:31;Status;;full
cr696;2023-09-25 09:28:27;Status;;full
cr716;2023-09-25 09:31:32;;6;empty
cr741;2023-09-25 09:38:29;Status;;full
cr765;2023-09-25 09:39:13;;6;empty
cr762;2023-09-25 09:42:56;Status;;full
cr669;2023-09-25 09:49:41;;5;empty
cr769;2023-09-25 09:53:58;;6;empty
cr705;2023-09-25 09:59:08;Weight;;;1280.0
cr696;2023-09-25 11:07:34;Weight;;;560.0
cr741;2023-09-25 11:25:57;Weight;;;1210.0
cr761;2023-09-25 11:45:35;Weight;;;1210.0
cr742;2023-09-25 13:39:44;Status;;full
cr765;2023-09-25 13:41:25;Status;;full
cr739;2023-09-25 13:53:48;;6;empty
cr760;2023-09-25 13:54:46;Status;;full
cr762;2023-09-25 13:57:26;Weight;;;1230.0
cr769;2023-09-25 13:58:58;Status;;full
cr688;2023-09-25 13:59:33;Weight;;;1050.0
cr541;2023-09-25 15:09:08;;2;empty
cr734;2023-09-25 15:11:26;;6;empty
cr769;2023-09-25 15:20:19;Weight;;;1310.0
cr742;2023-09-25 15:28:26;Weight;;;1180.0
cr765;2023-09-25 15:32:52;Weight;;;1200.0
cr640;2023-09-25 15:35:00;;6;empty
cr760;2023-09-25 15:38:30;Weight;;;1210.0
cr716;2023-09-25 16:11:32;Status;;full
cr669;2023-09-25 16:19:23;Status;;full
cr786;2023-09-25 16:32:49;;6;empty
cr669;2023-09-25 16:35:21;Weight;;;1010.0
cr739;2023-09-25 16:42:15;Status;;full
cr718;2023-09-25 17:30:22;;6;empty
cr716;2023-09-25 17:34:23;Weight;;;1140.0
cr745;2023-09-26 07:53:35;;6;empty
cr739;2023-09-26 08:56:34;Weight;;;1160.0
cr734;2023-09-26 09:12:52;Status;;full
cr640;2023-09-26 09:14:30;Status;;full
cr706;2023-09-26 09:22:36;;6;empty
cr734;2023-09-26 09:24:26;Weight;;;1120.0
cr786;2023-09-26 09:28:35;Status;;full
cr718;2023-09-26 09:34:01;Status;;full
cr745;2023-09-26 09:39:49;Status;;full
cr790;2023-09-26 09:44:16;;6;empty
cr541;2023-09-26 09:45:09;Status;;full
cr718;2023-09-26 09:45:45;Weight;;;1250.0
cr748;2023-09-26 09:49:56;;6;empty
cr745;2023-09-26 09:50:45;Weight;;;1140.0
cr749;2023-09-26 09:54:03;;6;empty
cr640;2023-09-26 09:54:55;Weight;;;1280.0
cr756;2023-09-26 10:37:11;;6;empty
cr786;2023-09-26 10:40:00;Weight;;;1160.0
cr780;2023-09-26 11:10:21;;6;empty
cr541;2023-09-26 11:13:13;Weight;;;380.0
cr706;2023-09-26 14:42:08;Status;;full
cr749;2023-09-26 14:42:29;Status;;full
cr790;2023-09-26 14:46:26;Status;;full
cr748;2023-09-26 14:51:53;Status;;full
cr781;2023-09-26 14:52:29;;1;empty
cr749;2023-09-26 14:54:22;Weight;;;1250.0
cr746;2023-09-26 14:56:39;;6;empty
cr790;2023-09-26 14:59:57;Weight;;;1140.0
cr764;2023-09-26 15:53:49;;6;empty
cr748;2023-09-26 15:56:38;Weight;;;1180.0
cr780;2023-09-26 15:57:10;Status;;full
cr720;2023-09-26 16:04:25;;6;empty
cr706;2023-09-26 16:05:47;Weight;;;1280.0
cr781;2023-09-26 16:06:26;Status;;full
cr711;2023-09-26 16:18:41;;4;empty
cr781;2023-09-26 16:22:25;Weight;;;200.0
cr767;2023-09-26 17:06:17;;6;empty
cr780;2023-09-26 17:20:07;Weight;;;1140.0
cr756;2023-09-27 11:03:19;Status;;full
cr711;2023-09-27 11:04:14;Status;;full
cr720;2023-09-27 11:05:17;Status;;full
cr763;2023-09-27 11:13:12;;1;empty
cr680;2023-09-27 11:14:19;;6;empty
cr756;2023-09-27 11:14:49;Weight;;;1140.0
cr746;2023-09-27 11:16:18;Status;;full
cr711;2023-09-27 11:17:18;Weight;;;780.0
cr764;2023-09-27 11:19:11;Status;;full
cr776;2023-09-27 11:26:33;;5;empty
cr746;2023-09-27 11:27:23;Weight;;;1190.0
cr729;2023-09-27 11:29:09;;6;empty
cr767;2023-09-27 11:29:57;Status;;full
cr764;2023-09-27 11:32:42;Weight;;;1140.0
cr763;2023-09-27 11:36:11;Status;;full
cr752;2023-09-27 11:39:58;;3;empty
cr767;2023-09-27 11:41:31;Weight;;;1210.0
cr795;2023-09-27 11:45:25;;6;empty
cr720;2023-09-27 11:46:04;Weight;;;1280.0
cr777;2023-09-27 11:46:16;;6;empty
cr763;2023-09-27 11:47:26;Weight;;;200.0
cr776;2023-09-27 14:15:08;Status;;full
cr806;2023-09-27 14:24:58;;5;empty
cr776;2023-09-27 14:25:28;Weight;;;1150.0
cr680;2023-09-27 14:54:54;Status;;full
cr574;2023-09-27 16:00:03;;4;empty
cr680;2023-09-27 16:07:09;Weight;;;1140.0
cr752;2023-09-27 16:20:32;Status;;full
cr806;2023-09-27 16:30:43;Status;;full
cr775;2023-09-27 16:33:18;;6;empty
cr752;2023-09-27 16:35:18;Weight;;;630.0
cr574;2023-09-27 16:41:06;Status;;full
cr779;2023-09-27 16:43:11;;6;empty
cr806;2023-09-27 16:43:59;Weight;;;1030.0
cr729;2023-09-27 16:47:16;Status;;full
cr777;2023-09-27 16:50:15;Status;;full
cr805;2023-09-27 16:53:56;;6;empty
cr574;2023-09-27 16:58:37;Weight;;;810.0
cr795;2023-09-27 17:13:37;Status;;full
cr779;2023-09-28 07:42:53;Status;;full
cr770;2023-09-28 07:53:32;;6;empty
cr805;2023-09-28 07:55:47;Status;;full
cr796;2023-09-28 07:58:35;;6;empty
cr803;2023-09-28 08:06:46;;6;empty
cr775;2023-09-28 08:54:30;Status;;full
cr619;2023-09-28 09:11:28;;2;empty
cr773;2023-09-28 09:45:02;;1;empty
cr805;2023-09-28 10:13:27;Weight;;;1120.0
cr729;2023-09-28 10:14:03;Weight;;;1280.0
cr795;2023-09-28 10:14:52;Weight;;;1170.0
cr779;2023-09-28 10:16:55;Weight;;;1210.0
cr777;2023-09-28 10:17:08;Weight;;;1160.0
cr733;2023-09-28 10:31:23;;6;empty
cr775;2023-09-28 10:33:04;Weight;;;1160.0
cr773;2023-09-28 13:05:48;Status;;full
cr719;2023-09-28 13:17:52;;6;empty
cr619;2023-09-28 13:41:51;Status;;full
cr773;2023-09-28 13:59:36;Weight;;;180.0
cr701;2023-09-28 15:07:03;;6;empty
cr619;2023-09-28 15:09:14;Weight;;;380.0
cr719;2023-09-28 15:27:44;Status;;full
cr785;2023-09-28 15:37:47;;6;empty
cr719;2023-09-28 15:40:00;Weight;;;1190.0
cr733;2023-09-28 15:40:01;Status;;full
cr770;2023-09-28 15:59:38;Status;;full
cr712;2023-09-28 17:04:29;;6;empty
cr733;2023-09-28 17:10:04;Weight;;;1240.0
cr727;2023-09-28 17:11:21;;1;empty
cr770;2023-09-28 17:18:48;Weight;;;1230.0
cr701;2023-09-28 17:58:56;Status;;full
cr798;2023-09-29 08:08:09;;6;empty
cr701;2023-09-29 08:16:15;Weight;;;1140.0
cr727;2023-09-29 08:31:54;Status;;full
cr803;2023-09-29 09:53:58;Status;;full
cr796;2023-09-29 10:01:37;Status;;full
cr785;2023-09-29 10:04:30;Status;;full
cr818;2023-09-29 10:07:42;;1;empty
cr727;2023-09-29 10:12:54;Weight;;;180.0
cr712;2023-09-29 10:20:32;Status;;full
cr787;2023-09-29 10:32:36;;6;empty
cr712;2023-09-29 10:33:55;Weight;;;1140.0
cr818;2023-09-29 10:36:40;Status;;full
cr807;2023-09-29 10:49:06;;6;empty
cr766;2023-09-29 10:51:30;;6;empty
cr796;2023-09-29 10:53:43;Weight;;;1200.0
cr813;2023-09-29 10:54:31;;6;empty
cr818;2023-09-29 10:55:24;Weight;;;200.0
cr662;2023-09-29 11:00:43;;6;empty
cr803;2023-09-29 11:06:10;Weight;;;1310.0
cr798;2023-09-29 11:08:03;Status;;full
cr785;2023-09-29 11:55:35;Weight;;;1140.0
cr826;2023-09-29 11:58:35;;6;empty
cr787;2023-09-29 13:15:03;Status;;full
cr816;2023-09-29 13:30:35;;6;empty
cr787;2023-09-29 13:36:12;Weight;;;1210.0
cr798;2023-09-29 14:02:22;Weight;;;1210.0
cr816;2023-09-29 16:11:35;Status;;full
cr766;2023-09-29 16:23:01;Status;;full
cr822;2023-09-29 16:27:16;;6;empty
cr816;2023-09-29 16:28:18;Weight;;;1160.0
cr807;2023-09-29 16:50:36;Status;;full
cr791;2023-09-29 18:44:46;;3;empty
cr766;2023-10-02 07:56:50;Weight;;;1160.0
cr797;2023-10-02 08:23:50;;5;empty
cr807;2023-10-02 10:01:12;Weight;;;1190.0
cr813;2023-10-02 11:23:27;Status;;full
cr826;2023-10-02 11:30:34;Status;;full
cr797;2023-10-02 11:31:33;Status;;full
cr662;2023-10-02 11:32:07;Status;;full
cr802;2023-10-02 11:34:25;;6;empty
cr822;2023-10-02 11:38:21;Status;;full
cr753;2023-10-02 11:42:19;;6;empty
cr791;2023-10-02 11:42:48;Status;;full
cr801;2023-10-02 11:43:08;;6;empty
cr584;2023-10-02 11:49:22;;6;empty
cr660;2023-10-02 11:53:28;;6;empty
cr662;2023-10-02 11:59:40;Weight;;;1160.0
cr809;2023-10-02 13:49:01;;6;empty
cr813;2023-10-02 14:09:48;Weight;;;1260.0
cr822;2023-10-02 14:11:41;Weight;;;1180.0
cr791;2023-10-02 14:19:23;Weight;;;580.0
cr826;2023-10-02 14:20:38;Weight;;;1160.0
cr797;2023-10-02 14:33:21;Weight;;;960.0
cr584;2023-10-03 07:18:50;Status;;full
cr754;2023-10-03 07:37:45;;6;empty
cr584;2023-10-03 07:39:40;Weight;;;1260.0
cr801;2023-10-03 07:40:38;Status;;full
cr782;2023-10-03 08:41:39;;6;empty
cr801;2023-10-03 08:44:47;Weight;;;1160.0
cr809;2023-10-03 08:59:19;Status;;full
cr660;2023-10-03 10:22:20;Status;;full
cr802;2023-10-03 10:26:00;Status;;full
cr808;2023-10-03 10:31:58;;3;empty
cr660;2023-10-03 10:32:28;Weight;;;1330.0
cr847;2023-10-03 10:36:29;;6;empty
cr782;2023-10-03 10:38:01;Status;;full
cr814;2023-10-03 10:38:52;;3;empty
cr802;2023-10-03 10:40:03;Weight;;;1140.0
cr809;2023-10-03 10:41:56;Weight;;;1140.0
cr799;2023-10-03 10:48:07;;6;empty
cr782;2023-10-03 10:50:48;Weight;;;1140.0
cr808;2023-10-03 10:58:32;Status;;full
cr758;2023-10-03 12:06:58;;1;empty
cr808;2023-10-03 13:09:09;Weight;;;600.0
cr753;2023-10-03 13:11:57;Status;;full
cr754;2023-10-03 13:18:30;Status;;full
cr800;2023-10-03 13:24:34;;3;empty
cr753;2023-10-03 13:30:36;Weight;;;1190.0
cr804;2023-10-03 13:31:15;;1;empty
cr754;2023-10-03 13:36:21;Weight;;;1260.0
cr758;2023-10-03 13:51:49;Status;;full
cr814;2023-10-03 13:52:20;Status;;full
cr800;2023-10-03 13:57:52;Status;;full
cr799;2023-10-03 14:13:25;Status;;full
cr772;2023-10-03 14:23:40;;6;empty
cr799;2023-10-03 14:25:32;Weight;;;1190.0
cr841;2023-10-03 14:55:20;;6;empty
cr804;2023-10-03 14:57:09;Status;;full
cr758;2023-10-03 14:59:00;Weight;;;250.0
cr847;2023-10-03 15:01:47;Status;;full
cr724;2023-10-03 15:06:01;;6;empty
cr800;2023-10-03 15:07:14;Weight;;;650.0
cr820;2023-10-03 15:25:45;;3;empty
cr814;2023-10-03 15:27:47;Weight;;;580.0
cr789;2023-10-03 15:41:38;;6;empty
cr847;2023-10-03 15:42:16;Weight;;;1170.0
cr794;2023-10-03 16:34:24;;6;empty
cr804;2023-10-03 16:37:39;Weight;;;180.0
cr820;2023-10-03 17:35:27;Status;;full
cr815;2023-10-03 19:01:01;;6;empty
cr820;2023-10-04 07:12:53;Weight;;;580.0
cr794;2023-10-04 08:56:46;Status;;full
cr772;2023-10-04 08:57:03;Status;;full
cr823;2023-10-04 10:05:12;;6;empty
cr810;2023-10-04 10:05:25;;6;empty
cr794;2023-10-04 10:09:49;Weight;;;1120.0
cr772;2023-10-04 10:10:54;Weight;;;1140.0
cr724;2023-10-04 10:59:34;Status;;full
cr789;2023-10-04 11:23:36;Status;;full
cr823;2023-10-04 11:40:58;Status;;full
cr841;2023-10-04 11:43:58;Status;;full
cr815;2023-10-04 11:49:11;Status;;full
cr838;2023-10-04 11:50:57;;6;empty
cr823;2023-10-04 11:52:37;Weight;;;1190.0
cr810;2023-10-04 11:53:08;Status;;full
cr793;2023-10-04 11:53:56;;2;empty
cr841;2023-10-04 11:55:44;Weight;;;1100.0
cr774;2023-10-04 12:38:31;;6;empty
cr778;2023-10-04 13:28:17;;6;empty
cr789;2023-10-04 13:32:51;Weight;;;1120.0
cr724;2023-10-04 13:40:03;Weight;;;1120.0
cr830;2023-10-04 13:56:53;;1;empty
cr810;2023-10-04 13:58:34;Weight;;;1160.0
cr750;2023-10-04 14:25:44;;6;empty
cr815;2023-10-04 14:31:38;Weight;;;1120.0
cr838;2023-10-04 15:32:54;Status;;full
cr830;2023-10-04 15:40:08;Status;;full
cr831;2023-10-04 15:43:08;;6;empty
cr838;2023-10-04 15:44:59;Weight;;;1160.0
cr793;2023-10-04 17:02:29;Status;;full
cr714;2023-10-04 17:05:35;;6;empty
cr830;2023-10-04 17:09:02;Weight;;;180.0
cr774;2023-10-04 18:56:59;Status;;full
cr778;2023-10-05 07:24:24;Status;;full
cr731;2023-10-05 07:36:03;;3;empty
cr793;2023-10-05 07:59:43;Weight;;;360.0
cr839;2023-10-05 09:08:53;;6;empty
cr792;2023-10-05 09:17:30;;6;empty
cr774;2023-10-05 09:55:43;Weight;;;1310.0
cr778;2023-10-05 11:00:05;Weight;;;1160.0
cr714;2023-10-05 11:10:29;Status;;full
cr824;2023-10-05 11:20:40;;6;empty
cr714;2023-10-05 11:26:12;Weight;;;1210.0
cr831;2023-10-05 11:28:57;Status;;full
cr792;2023-10-05 11:31:29;Status;;full
cr731;2023-10-05 11:35:23;Status;;full
cr850;2023-10-05 11:38:38;;6;empty
cr831;2023-10-05 11:43:05;Weight;;;1230.0
cr827;2023-10-05 11:45:37;;6;empty
cr731;2023-10-05 11:50:37;Weight;;;580.0
cr837;2023-10-05 13:45:32;;6;empty
cr792;2023-10-05 13:47:16;Weight;;;1240.0
cr824;2023-10-05 14:21:52;Status;;full
cr812;2023-10-05 14:31:45;;5;empty
cr824;2023-10-05 14:32:58;Weight;;;1160.0
cr750;2023-10-05 14:34:22;Status;;full
cr819;2023-10-05 15:48:47;;6;empty
cr750;2023-10-05 15:51:51;Weight;;;1140.0
cr827;2023-10-05 15:57:28;Status;;full
cr812;2023-10-05 16:01:32;Status;;full
cr850;2023-10-05 16:02:08;Status;;full
cr788;2023-10-05 16:13:53;;6;empty
cr839;2023-10-05 16:14:26;Status;;full
cr812;2023-10-05 16:17:43;Weight;;;1060.0
cr848;2023-10-05 16:26:49;;6;empty
cr839;2023-10-05 16:29:17;Weight;;;1180.0
cr834;2023-10-05 16:52:14;;6;empty
cr850;2023-10-05 16:53:07;Weight;;;1280.0
cr842;2023-10-05 17:06:50;;5;empty
cr827;2023-10-05 17:13:33;Weight;;;1100.0
cr837;2023-10-05 17:16:24;Status;;full
cr811;2023-10-05 17:49:24;;6;empty
cr837;2023-10-05 17:57:22;Weight;;;1210.0
cr848;2023-10-05 18:20:59;Status;;full
cr784;2023-10-06 07:36:01;;6;empty
cr848;2023-10-06 07:39:11;Weight;;;1120.0
cr819;2023-10-06 08:23:11;Status;;full
cr832;2023-10-06 08:48:35;;6;empty
cr819;2023-10-06 08:51:44;Weight;;;1140.0
cr788;2023-10-06 10:11:19;Status;;full
cr842;2023-10-06 10:12:45;Status;;full
cr811;2023-10-06 10:19:28;Status;;full
cr821;2023-10-06 10:25:26;;6;empty
cr842;2023-10-06 10:30:28;Weight;;;1010.0
cr755;2023-10-06 10:32:02;;6;empty
cr811;2023-10-06 10:32:52;Weight;;;1170.0
cr852;2023-10-06 11:12:24;;2;empty
cr788;2023-10-06 11:13:37;Weight;;;1210.0
cr784;2023-10-06 13:08:51;Status;;full
cr832;2023-10-06 13:18:49;Status;;full
cr828;2023-10-06 13:33:59;;6;empty
cr832;2023-10-06 13:37:27;Weight;;;1140.0
cr834;2023-10-06 13:44:56;Status;;full
cr821;2023-10-06 13:56:03;Status;;full
cr755;2023-10-06 14:14:37;Status;;full
cr825;2023-10-06 14:17:37;;6;empty
cr784;2023-10-06 14:19:24;Weight;;;1300.0
cr852;2023-10-06 15:01:20;Status;;full
cr817;2023-10-06 15:05:00;;6;empty
cr821;2023-10-06 15:06:06;Weight;;;1350.0
cr828;2023-10-06 15:10:47;Status;;full
cr835;2023-10-06 15:14:00;;6;empty
cr852;2023-10-06 15:15:46;Weight;;;430.0
cr849;2023-10-06 15:19:08;;6;empty
cr836;2023-10-06 15:23:13;;1;empty
cr840;2023-10-06 15:23:22;;4;empty
cr755;2023-10-06 15:24:12;Weight;;;1120.0
cr828;2023-10-06 15:24:40;Weight;;;1200.0
cr834;2023-10-06 15:25:04;Weight;;;1210.0
cr825;2023-10-06 15:44:49;Status;;full
cr836;2023-10-06 15:50:55;Status;;full
cr825;2023-10-06 17:00:15;Weight;;;1230.0
cr835;2023-10-06 17:59:53;Status;;full
cr836;2023-10-06 18:52:30;Weight;;;180.0
cr833;2023-10-06 23:52:53;;6;empty
cr851;2023-10-09 02:07:32;;6;empty
cr840;2023-10-09 09:14:12;Status;;full
cr833;2023-10-09 09:20:42;Status;;full
cr851;2023-10-09 09:21:54;Status;;full
cr849;2023-10-09 09:27:21;Status;;full
cr817;2023-10-09 09:31:01;Status;;full
cr817;2023-10-09 11:03:02;Weight;;;1120.0
cr851;2023-10-09 11:09:57;Weight;;;1160.0
cr849;2023-10-09 11:27:17;Weight;;;1240.0
cr835;2023-10-09 11:28:03;Weight;;;1230.0
cr840;2023-10-09 11:41:21;Weight;;;810.0
cr833;2023-10-09 11:46:52;Weight;;;1280.0
cr865;2023-10-09 18:59:08;;6;empty
cr829;2023-10-09 20:06:24;;6;empty
cr861;2023-10-10 01:34:30;;4;empty
cr853;2023-10-10 05:39:30;;6;empty
cr846;2023-10-10 05:55:38;;6;empty
cr868;2023-10-10 07:59:41;;4;empty
cr865;2023-10-10 10:19:51;Status;;full
cr861;2023-10-10 10:39:14;Status;;full
cr829;2023-10-10 10:45:17;Status;;full
cr846;2023-10-10 10:58:25;Status;;full
cr853;2023-10-10 10:59:10;Status;;full
cr829;2023-10-10 11:56:26;Weight;;;1120.0
cr868;2023-10-10 11:58:37;Status;;full
cr865;2023-10-10 12:00:16;Weight;;;1210.0
cr846;2023-10-10 13:08:20;Weight;;;1140.0
cr853;2023-10-10 13:13:00;Weight;;;1260.0
cr861;2023-10-10 14:00:36;Weight;;;780.0
cr868;2023-10-10 14:10:39;Weight;;;780.0
cr877;2023-10-10 17:56:20;;6;empty
cr869;2023-10-10 20:06:44;;6;empty
cr860;2023-10-10 20:13:11;;6;empty
cr855;2023-10-10 23:12:03;;4;empty
cr873;2023-10-11 08:08:38;;6;empty
cr877;2023-10-11 09:44:28;Status;;full
cr860;2023-10-11 09:49:18;Status;;full
cr873;2023-10-11 09:52:33;Status;;full
cr855;2023-10-11 09:54:21;Status;;full
cr869;2023-10-11 09:58:39;Status;;full
cr858;2023-10-11 10:30:49;;5;empty
cr870;2023-10-11 10:55:43;;6;empty
cr873;2023-10-11 10:59:25;Weight;;;1160.0
cr855;2023-10-11 10:59:42;Weight;;;810.0
cr869;2023-10-11 11:11:14;Weight;;;1120.0
cr877;2023-10-11 11:13:08;Weight;;;1160.0
cr875;2023-10-11 11:19:23;;3;empty
cr860;2023-10-11 11:21:15;Weight;;;1140.0
cr858;2023-10-11 13:07:15;Status;;full
cr875;2023-10-11 13:23:12;Status;;full
